Quote|Character|Nation|Bending|Episode|Book
I know I'm not the person you expected. And I didn't expect to be licked by a giant tongue just now. The world is full of surprises.|Guru Pathik|None|None|Appa's Lost Days|Earth
Oh, dear. You've been through so much recently. Hurt and betrayed. So twisted up inside. You're still full of love. Ah. But fear has moved in where trust should be.|Guru Pathik|None|None|Appa's Lost Days|Earth
Oh, your emotions are so turbulent. Like swirling storm clouds. Let the clouds in your mind be gentle, peaceful ones.|Guru Pathik|None|None|Appa's Lost Days|Earth
You and the Avatar's energies are mixed. You have an unbreakable bond. By reading your energy, I can sense where Aang is.|Guru Pathik|None|None|Appa's Lost Days|Earth
Funny, what invisible strings connect us all.|Guru Pathik|None|None|Appa's Lost Days|Earth
You just didn't care! You never liked Appa! You wanted him gone!|Aang|Air|All|The Desert|Earth
That's all any of you guys care about, yourselves! You don't care whether Appa is okay or not!|Aang|Air|All|The Desert|Earth
Would you like some tea first? I'd love some. How about you, Kahchi? I make you as a jasmine man. Am I right?|Iroh|Fire|Fire|The Desert|Earth
Hmmm ... Old friends that don't want to attack me ...|Iroh|Fire|Fire|The Desert|Earth
If I sweat anymore, I don't think sticking together will be a problem.|Sokka|Water|None|The Desert|Earth
We're drinking your bending water. You used this on the swamp guy! Urch!|Sokka|Water|None|The Desert|Earth
Sokka, wait! You shouldn't be eating strange plants!|Katara|Water|Water|The Desert|Earth
Suit yourself. It's very thirst quenching though.|Sokka|Water|None|The Desert|Earth
Drink cactus juice. It'll quench ya! Nothing's quenchier. It's the quenchiest!|Sokka|Water|None|The Desert|Earth
Who lit Toph on fire?|Sokka|Water|None|The Desert|Earth
Can I get some of that cactus?|Toph|Earth|Earth|The Desert|Earth
How did we get out here in the middle of the ocean?|Sokka|Water|None|The Desert|Earth
It's a giant mushroom! Maybe it's friendly!|Sokka|Water|None|The Desert|Earth
Friendly mushroom! Mushy giant friend!|Sokka|Water|None|The Desert|Earth
As far as I can feel, we're trapped in a giant bowl of sand pudding. I got nothin'.|Toph|Earth|Earth|The Desert|Earth
Why don't we ask the circle birds?|Sokka|Water|None|The Desert|Earth
Ugh ... We're getting out of this desert, and we're going to do it together! Aang, get up. Everybody, hold hands. We can do this. We have to.|Katara|Water|Water|The Desert|Earth
Momo, no! You've killed us all!|Sokka|Water|None|The Desert|Earth
What?! I didn't steal anything! Who told you that? It was you! You ratted me out!|Sokka|Water|None|The Desert|Earth
What are you old gasbags talking about?|Zuko|Fire|Fire|The Desert|Earth
I always tried to tell you that Pai Sho is more than just a game.|Iroh|Fire|Fire|The Desert|Earth
Yesterday my mouth tasted like mud. Now it just tastes like sand. I never thought I'd miss the taste of mud so much.|Toph|Earth|Earth|The Desert|Earth
Appa? But why would Princess Yue need him? She's the moon! She flies by herself!|Sokka|Water|None|The Desert|Earth
Ow! Crud! I am so sick of not feeling where I'm going! And what idiot buried a boat in the middle of the desert?|Toph|Earth|Earth|The Desert|Earth
Now that you played Pai Sho, are you going to do some flower arranging, or is someone in this club going to offer some real help?|Zuko|Fire|Fire|The Desert|Earth
One who has eaten the fruit and tasted its mysteries.|Iroh|Fire|Fire|The Desert|Earth
Take it easy little lady. I'm sure the sand folks who built this baby know how to get around here|Sokka|Water|None|The Desert|Earth
I think my head is starting to clear out the cactus juice.|Sokka|Water|None|The Desert|Earth
You've been hallucinating on cactus juice all day and then you just lick something you find stuck to the wall of a cave?!|Katara|Water|Water|The Desert|Earth
We can hide in plain sight there. And it's the safest place in the world from the Fire Nation. Even I couldn't break through to the city.|Iroh|Fire|Fire|The Desert|Earth
You muzzled Appa?|Aang|Air|All|The Desert|Earth
Maybe a chicken flew over.|Zuko|Fire|Fire|Zuko Alone|Earth
I'll take you to my house and feed your ostrich horse for you. Come on, I owe you!|Lee|Earth|Earth|Zuko Alone|Earth
Anyone who can hold his own against those bully soldiers is welcome here. Those men should be ashamed to wear Earth Kingdom uniforms.|Gansu|Earth|Earth|Zuko Alone|Earth
That's what moms are like. If you mess with their babies, they're gonna bite you back!|Ursa|Fire|None|Zuko Alone|Earth
I am not cart-wheeling.|Zuko|Fire|Fire|Zuko Alone|Earth
We are brother and sister. It's important for us to spend time together! Don't you think so, Mom?|Azula|Fire|Fire|Zuko Alone|Earth
Girls are crazy!|Zuko|Fire|Fire|Zuko Alone|Earth
I still think our dad would make a much better Fire Lord than His Royal Tea-Loving Kookiness.|Azula|Fire|Fire|Zuko Alone|Earth
Keep in mind, these are dual swords. Two halves of a single weapon. Don't think of them as separate, 'cause they're not. They're just two different parts of the same whole.|Zuko|Fire|Fire|Zuko Alone|Earth
You waste all your time playing with knives. You're not even good!|Azula|Fire|Fire|Zuko Alone|Earth
No, it means Uncle's a quitter and a loser.|Azula|Fire|Fire|Zuko Alone|Earth
He found out his son died and he just fell apart! A real general would stay and burn Ba Sing Se to the ground, not lose the battle and come home crying.|Azula|Fire|Fire|Zuko Alone|Earth
Fire Lord Azulon ... can't you just call him 'Grandfather'? He's not exactly the powerful Fire Lord he used to be. Someone will probably end up taking his place soon.|Azula|Fire|Fire|Zuko Alone|Earth
That's who you are, Zuko. Someone who keeps fighting even though it's hard.|Ursa|Fire|None|Zuko Alone|Earth
I'm only telling you for your own good. I know! Maybe you could find a nice Earth Kingdom family to adopt you!|Azula|Fire|Fire|Zuko Alone|Earth
Azula always lies.|Zuko|Fire|Fire|Zuko Alone|Earth
It doesn't matter who I am. But I know who you are. You're not soldiers; you're bullies. Freeloaders, abusing your power. Mostly over women and kids. You don't want Lee in your army – you're sick cowards messing with a family who's already lost one son to the war.|Zuko|Fire|Fire|Zuko Alone|Earth
Remember this, Zuko. No matter how things may seem to change, never forget who you are|Ursa|Fire|None|Zuko Alone|Earth
My name is Zuko. Son of Ursa and Fire Lord Ozai. Prince of the Fire Nation, and heir to the throne.|Zuko|Fire|Fire|Zuko Alone|Earth
I know you're nervous, but remember, firebending in it of itself is not something to fear.|Zuko|Fire|Fire|The Firebending Masters|Fire
Sorry, Sifu Hotman.|Aang|Air|All|The Firebending Masters|Fire
Hey, jerks! Mind if I watch you two jerks do your jerkbending?|Sokka|Water|None|The Firebending Masters|Fire
I'm sorry. I'm just laughing at the irony. You know, how it would've been nice for us if you lost your firebending a long time ago.|Katara|Water|Water|The Firebending Masters|Fire
Maybe your firebending comes from rage and you just don't have enough anger to fuel it the way you used to.|Aang|Air|All|The Firebending Masters|Fire
Sooo, all we need to do is make Zuko angry. Easy enough.|Sokka|Water|None|The Firebending Masters|Fire
Look, even if you're right, I don't want to rely on hate and anger anymore. There has to be another way.|Zuko|Fire|Fire|The Firebending Masters|Fire
They were blind, just like me. So we understood each other. I was able to learn earthbending, not just as a martial art, but as an extension of my senses.|Toph|Earth|Earth|The Firebending Masters|Fire
It's like the monks used to tell me. Sometimes, the shadows of the past can be felt by the present.|Aang|Air|All|The Firebending Masters|Fire
Appa's right, Zuko. In our group, typically we start our missions with a more up-beat attitude.|Aang|Air|All|The Firebending Masters|Fire
Zuko, I think the past is trying to kill me.|Aang|Air|All|The Firebending Masters|Fire
But I thought your uncle was ... I don't know, good?|Aang|Air|All|The Firebending Masters|Fire
Monkeyfeathers! The solstice again? We can't wait here that long.|Aang|Air|All|The Firebending Masters|Fire
You know, Zuko, I don't care what everyone else says about you. You're pretty smart.|Aang|Air|All|The Firebending Masters|Fire
Zuko, get over here! I want you to dance with me!|Aang|Air|All|The Firebending Masters|Fire
Think about our place in the universe?|Zuko|Fire|Fire|The Firebending Masters|Fire
I know my people have distorted the ways of firebending, to be fueled by anger and rage. But now I want to learn the true way, the original way.|Zuko|Fire|Fire|The Firebending Masters|Fire
Umm, Mister Sun Chief Sir, yeah, I'm not a firebender yet. Couldn't my friend here carry my fire for me?|Aang|Air|All|The Firebending Masters|Fire
You can do it. I know you can. You're a talented kid.|Zuko|Fire|Fire|The Firebending Masters|Fire
All this time, I thought firebending was destruction. Since I hurt Katara, I've been too afraid and hesitant. But now I know what it really is ... it's energy, and life.|Aang|Air|All|The Firebending Masters|Fire
That's why my firebending was so weak before. Because for so many years, hunting you was my drive ... it was my purpose. So when I joined you, I lost sight of my inner fire. But now, I have a new drive. I have to help you defeat my father and restore balance to the world.|Zuko|Fire|Fire|The Firebending Masters|Fire
We'll just tap-dance our way to victory over the Fire Lord.|Sokka|Water|None|The Firebending Masters|Fire
Aang, good to see you back with the living, buddy!|Sokka|Water|None|The Awakening|Fire
I've got a lot on my mind. It's been so long, over three years since I was home. I wonder what's changed. I wonder how I've changed.|Zuko|Fire|Fire|The Awakening|Fire
I just asked if you were cold, I didn't ask for your whole life story.|Mai|Fire|None|The Awakening|Fire
I went down! I didn't just get hurt, did I? It was worse than that. I was gone! But you brought me back.|Aang|Air|All|The Awakening|Fire
So we're planning a smaller invasion. Just a ragtag team of our friends and allies from around the Earth Kingdom. We already ran into Pipsqueak and The Duke.|Sokka|Water|None|The Awakening|Fire
Yep, the whole world thinks you're dead! Isn't that great?|Sokka|Water|None|The Awakening|Fire
Mai has been in a strangely good mood lately.|Azula|Fire|Fire|The Awakening|Fire
Load the Toph!|Toph|Earth|Earth|The Awakening|Fire
The universe just loves proving me wrong, doesn't it?|Sokka|Water|None|The Awakening|Fire
I need to redeem myself. I need my honor back.|Aang|Air|All|The Awakening|Fire
You've been away for a long time. I see the weight of your travels has changed you. You have redeemed yourself, my son. Welcome home.|Ozai|Fire|Fire|The Awakening|Fire
I understand why you left. I really do, and I know that you had to go, so why do I still feel this way? I'm so sad and angry and hurt!|Katara|Water|Water|The Awakening|Fire
I love you more than anything. You and your brother are my entire world. I thought about you every day when I was gone and every night when I went to sleep, I would lie awake missing you so much it would ache.|Hakoda|Water|None|The Awakening|Fire
If anyone is to blame for the state of the world, it is me. I should have seen this war coming and prevented it. You inherited my problems and my mistakes. But I believe you are destined to redeem me and save the world.|Roku|Fire|All|The Awakening|Fire
You're right. I won't give up.|Aang|Air|All|The Awakening|Fire
Great job with the cloud camo, but next time, let's disguise ourselves as the kind of cloud that knows how to keep its mouth shut.|Sokka|Water|None|The Headband|Fire
Hey, we're in enemy territory. Those are enemy birds.|Sokka|Water|None|The Headband|Fire
Sokka, we don't need to become cave people. What we need is some new clothes.|Katara|Water|Water|The Headband|Fire
Plus, they have real food out there. Does anyone want to sit in the dirt and eat cave hoppers?|Toph|Earth|Earth|The Headband|Fire
Looks like we got outvoted, sport. Let's get some new clothes.|Sokka|Water|None|The Headband|Fire
I used to visit my friend Kuzon here a hundred years ago. So, everyone just follow my lead and stay cool. Or, as they say in the Fire Nation, 'stay flamin'.|Aang|Air|All|The Headband|Fire
Greetings, my good hotman.|Aang|Air|All|The Headband|Fire
Come on, Aang, everyone here eats meat. Even the meat.|Sokka|Water|None|The Headband|Fire
Very well. What is your name? Or should we just call you 'Mannerless Colony Slob'?|Kwan|Fire|None|The Headband|Fire
